YEAR,EQ_PRIMARY,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,La,Lo
1976,6.4,MEXICO,MEXICO:  MEXICO CITY,17.4,-100.64,90,-90
1976,7.1,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-4.603,140.091,0,180
1976,6.7,PANAMA,PANAMA: DARIEN,7.4,-78.1,90,0
1976,6.5,INDONESIA,INDONESIA:  BALI,-8.17,114.888,0,180
1976,6.2,MALAYSIA,"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",4.96,118.31,90,180
1976,7.5,CHINA,CHINA:NE:TANGSHAN,39.57,117.98,90,180
1976,7.4,CHINA,CHINA:NE:TANGSHAN,39.664,118.401,90,180
1976,8,PHILIPPINES,PHILIPPINES:  MINDANAO:  S,6.292,124.09,90,180
1976,6.8,PHILIPPINES,PHILIPPINES:  MINDANAO,7.249,122.939,90,180
1976,4.9,TURKEY,TURKEY:  DENIZLI,37.7,28.89,90,90
1976,5.5,ITALY,ITALY:  NORTHEASTERN,46.28,13.157,90,90
1976,6,ITALY,ITALY:  NORTHEASTERN,46.302,13.197,90,90
1976,5.9,ITALY,ITALY-BALKANS NW,46.32,13.13,90,90
1976,7.1,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAYAWIJAYA,-4.517,139.918,0,180
1976,6.2,IRAN,IRAN:  KHORASAN PROVINCE,33.8,59.15,90,90
1976,7.3,TURKEY,TURKEY:  MURADIYE,39.12,44.03,90,90
1976,6.1,AFGHANISTAN,AFGHANISTAN; TAJIKISTAN:  KHOROG,36.51,71.04,90,90
1976,7.3,CHILE,"CHILE:  POZO ALMONTE, OFICINA VICTORIA, ARICA",-20.52,-68.92,0,0
1976,5.2,SOUTH AFRICA,SOUTH AFRICA,-27.953,26.653,0,90
1976,,IRAN,"IRAN:  SADAL,DALAK DASHI,AB-E-GARM,SIAH CHESHMEH",39,44,90,90
1977,5.2,INDONESIA,"INDONESIA:  BALI: KAYUBIHI,BANJAR ANTUGAN JEHEM",-8.22,115.19,0,180
1977,5.9,TAJIKISTAN,TAJIKISTAN,40.04,70.85,90,90
1977,7.5,ROMANIA,ROMANIA:  BUCHAREST,45.777,26.703,90,90
1977,6,INDONESIA,"INDONESIA:  SUMATERA,SINURAT,TALU",0.45,100.02,90,180
1977,7.3,PHILIPPINES,PHILIPPINES:  LUZON:  MANILA,16.77,122.33,90,180
1977,6.9,IRAN,IRAN:  BANDAR ABBAS,27.61,56.39,90,90
1977,4.9,TURKEY,TURKEY,38.56,40.02,90,90
1977,7.6,SAMOA,SAMOA ISLANDS:  APIA,-16.696,-172.095,0,-90
1977,5.9,IRAN,"IRAN:  NAGHAN,ARDAL,JAGHDAN,DASTGERD,KORDAN,SARMUR",31.98,50.68,90,90
1977,6.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.828,160.323,0,180
1977,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.89,160.348,0,180
1977,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.844,160.822,0,180
1977,8.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.965,160.731,0,180
1977,5.4,IRAN,IRAN:  AZARBAIJAN,38.934,44.38,90,90
1977,,IRAN,"IRAN:  SIAH CHESHMEH,MUKHUR,ZOLUL,DALIK DASHI",39,44,90,90
1977,7.2,TONGA,TONGA TRENCH,-22.878,-175.9,0,-90
1977,4.6,SLOVENIA,"BALKANS NW:  SLOVENIA:  TRSTENIK,BELA,TENETISE",46.29,14.29,90,90
1977,8,INDONESIA,INDONESIA:  SUNDA ISLANDS,-11.085,118.464,0,180
1977,5.5,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  ADMIRALTY ISLANDS,-1.081,146.23,0,180
1977,6.5,COLOMBIA,"COLOMBIA:  APARTADO, MEDELLIN",7.34,-76.3,90,0
